,headline,word_count,pub_date,print_section,print_page,section,news_desk,year,is_trump,is_biden,is_coronavirus,is_covid,is_obama,is_clinton,is_iraq,is_afghanistan,is_china,is_iran,is_test
42723,"On Day 1,001, Trump Made It Clear: Being ‘Presidential’ Is Boring.",1242,2019-10-18T15:22:46+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
42811,"As Inquiry Widens, McConnell Is Said to See Impeachment Trial as Inevitable.",1176,2019-10-19T00:33:22+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
42815,"Pence, Thrown Into Turkey Negotiations, Pleases Few With Erdogan Agreement.",1178,2019-10-19T00:46:16+0000,A,8,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
42897,"After Criticism, Trump to Select New Location for G7.",1289,2019-10-20T02:08:57+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43024,Why Trump Dropped His Idea to Hold the G7 at His Own Hotel.,1604,2019-10-21T00:38:01+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43188,"For Trump the Dealmaker, Troop Pullouts Without Much in Return.",1285,2019-10-22T00:47:50+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
43200,Hungary’s Orban Gave Trump Harsh Analysis of Ukraine Before Key Meeting.,1220,2019-10-22T04:21:09+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43290,Wall St. and Washington to Return to Saudi Investment Meeting.,993,2019-10-22T17:05:20+0000,B,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
43305,Ukraine Envoy Testifies Trump Linked Military Aid to Investigations.,1778,2019-10-22T18:41:57+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43346,An Envoy’s Damning Account of Trump’s Ukraine Pressure and Its Consequences.,1299,2019-10-23T00:47:00+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
43468,"Ukraine Knew of Aid Freeze by Early August, Undermining Trump Defense.",1542,2019-10-23T15:10:48+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
43477,Trump Claims Credit for a Syria Cease-Fire and Says U.S. Role in Region Is Over.,1270,2019-10-23T16:43:43+0000,A,9,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43508,Republicans Grind Impeachment Inquiry to Halt as Evidence Mounts Against Trump.,1648,2019-10-23T19:47:45+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43533,Trump’s War on the ‘Deep State’ Turns Against Him.,2280,2019-10-23T22:42:04+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43758,Justice Dept. Is Said to Open Criminal Inquiry Into Its Own Russia Investigation.,1603,2019-10-24T23:54:56+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
43894,Trumps Put Their Washington Hotel on the Market.,1452,2019-10-25T17:06:04+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
43925,"Impeachment Inquiry Is Legal, Judge Rules, Giving Democrats a Victory.",1201,2019-10-25T19:33:36+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
43966,Trump Administration Cuts Flights to Most Cuban Airports.,400,2019-10-26T02:27:00+0000,A,8,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
44011,Waiting for Bolton: A Capital Speculates on What He Will Say.,1747,2019-10-26T15:52:16+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
44075,"ISIS Leader al-Baghdadi Is Dead, Trump Says.",2341,2019-10-27T13:25:12+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44087,Trump’s Syria Troop Withdrawal Complicated Plans for al-Baghdadi Raid.,1319,2019-10-27T17:25:47+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44099,"With al-Baghdadi Raid, Trump Makes the Made-for-TV Announcement He Has Long Wanted.",1379,2019-10-27T20:09:03+0000,A,9,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
44100,How Commandos Could Quickly Confirm They Got Their Target.,938,2019-10-27T20:18:15+0000,A,7,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
44112,Trump Says ‘Beautiful’ and ‘Talented’ Dog Injured in al-Baghdadi Raid.,738,2019-10-27T21:56:54+0000,A,9,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44130,Al-Baghdadi Raid Was a Victory Built on Factors Trump Derides.,1531,2019-10-28T00:20:46+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44232,Democrats Move Toward Bringing Impeachment Inquiry Public.,1361,2019-10-28T17:48:34+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
44242,"Intelligence From al-Baghdadi Raid, Including 2 Prisoners, Could Reveal Trove of ISIS Clues.",1359,2019-10-28T18:41:32+0000,A,10,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
44300,Army Officer Who Heard Trump’s Ukraine Call Reported Concerns.,1417,2019-10-29T00:43:30+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44341,"Meet Alexander Vindman, the Colonel Who Testified on Trump’s Phone Call.",1553,2019-10-29T09:00:20+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44429,Stars Return to Saudi Investment Conference a Year After Khashoggi.,1346,2019-10-29T19:04:56+0000,B,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
44472,House Passes Resolution Recognizing Armenian Genocide.,647,2019-10-29T23:53:35+0000,A,4,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
44477,White House Ukraine Expert Sought to Correct Transcript of Trump Call.,1350,2019-10-30T00:50:02+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
44512,John Bolton Is Summoned to Testify in Trump Impeachment Inquiry.,1509,2019-10-30T09:00:21+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44521,"These Refugees Escaped Congo, but Trump’s Policies May Strand Loved Ones.",1833,2019-10-30T09:00:38+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44594,Mnuchin Says China Deal Is Likely to Be Signed in November.,698,2019-10-30T17:44:49+0000,B,3,U.S.,Washington,2019,False,False,False,False,False,False,False,False,True,False,True
44756,A Divided House Endorses Impeachment Inquiry Into Trump.,1740,2019-10-31T15:26:04+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
44847,What the Impeachment Vote Says About the Trump Inquiry’s Future.,1312,2019-10-31T23:23:03+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
44850,"Trump, Lifelong New Yorker, Declares Himself a Resident of Florida.",1120,2019-10-31T23:42:43+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
45026,Trump’s Opposition to ‘Endless Wars’ Appeals to Those Who Fought Them.,1866,2019-11-01T21:07:29+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
45054,The ‘Whimpering’ Terrorist Only Trump Seems to Have Heard.,1547,2019-11-02T00:11:40+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
45110,Russia Held Up an Ailing American Military Attaché From Leaving Moscow.,1366,2019-11-02T14:59:03+0000,A,8,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
45173,"Adam Schiff, a Trump Punching Bag, Takes His Case to a Bigger Ring.",1689,2019-11-03T10:00:16+0000,A,10,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
45202,"Whistle-Blower Willing to Answer Republicans’ Questions, Lawyer Says.",1150,2019-11-03T19:16:16+0000,A,10,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
45242,Inside Ukraine’s Push to Cultivate Trump From the Start.,2227,2019-11-04T08:00:19+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
45284,Ex-Ukraine Ambassador Testified She Felt Threatened by Trump.,1723,2019-11-04T14:28:33+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
45378,"Trump Embraces Washington’s Champions, Figuratively and Literally.",934,2019-11-05T00:16:59+0000,A,10,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
45487,"Sondland Updates Impeachment Testimony, Describing Ukraine Quid Pro Quo.",1646,2019-11-05T18:06:40+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
45548,Trump Tax Return Case Confronts Supreme Court With a Momentous Choice.,1466,2019-11-06T01:41:37+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
45683,Flint’s Children Suffer in Class After Years of Drinking the Lead-Poisoned Water.,2663,2019-11-06T19:03:07+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
45713,Top Ukraine Diplomat Testified Giuliani Spearheaded Pressure for Investigations.,1638,2019-11-06T19:56:38+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
45967,U.S. Offers Up to $4 Million for Location of Freed Guantánamo Convict.,487,2019-11-07T23:56:18+0000,A,10,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
46082,Trump Rules Out Complete Rollback of China Tariffs as Talks Continue.,996,2019-11-08T16:24:00+0000,A,8,U.S.,Washington,2019,True,False,False,False,False,False,False,False,True,False,False
46178,"Bolton Said to Know of ‘Many Relevant Meetings’ on Ukraine, but Will Not Testify.",1730,2019-11-09T01:29:09+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
46224,"How the State Dept.’s Dissenters Incited a Revolt, Then a Rallying Cry.",1785,2019-11-09T15:55:19+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
46320,The F.B.I.’s New Approach to Combating Domestic Terrorism: Straight Talk.,1623,2019-11-10T21:15:53+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
46370,How the Trump Administration Eroded Its Own Legal Case on DACA.,1628,2019-11-11T11:50:55+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
46440,"Trump, Ukraine and Impeachment: The Inside Story of How We Got Here.",3251,2019-11-11T20:01:56+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
46443,World Bank Scales Back Project in China’s Xinjiang Region.,568,2019-11-11T20:46:15+0000,B,4,U.S.,Washington,2019,False,False,False,False,False,False,False,False,True,False,True
46538,Supreme Court Appears Ready to Let Trump End DACA Program.,1332,2019-11-12T10:00:22+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
46539,Behind Trump’s Dealings With Turkey: Sons-in-Law Married to Power.,3047,2019-11-12T10:00:22+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
46605,"ISIS Leader al-Baghdadi May Have Had U.S. Hostage Executed, Witness Says.",1312,2019-11-12T18:19:55+0000,A,9,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
46666,"Two Impeachments, but Two Radically Different Accusations.",1810,2019-11-13T01:21:32+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
46786,Supreme Court Hears Racial Discrimination Case Against Comcast.,701,2019-11-13T19:51:07+0000,B,4,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
46804,Impeachment Hearings Open With Revelation on Trump’s Ukraine Pressure.,1847,2019-11-13T21:09:32+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
46849,"On Capitol Hill, Old-School Washington Keeps Circus at Bay.",1037,2019-11-14T01:20:35+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
46853,"Behind a Star Witness, Democrats Take Their Impeachment Case to the Public.",1249,2019-11-14T01:47:28+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
46962,"Trump and the Military: A Dysfunctional Marriage, but They Stay Together.",1895,2019-11-14T16:34:01+0000,A,9,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
46965,Trump’s Choice: National Security or Political Obsession.,1615,2019-11-14T17:10:02+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
46976,Pelosi Points to Possible Bribery Charge Against Trump.,1801,2019-11-14T18:16:07+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47008,"American-Born Woman Who Joined ISIS Is Not a Citizen, Judge Rules.",928,2019-11-14T20:49:29+0000,A,8,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
47104,Trump’s Embrace of Sanctions Irks Allies and Prompts Efforts to Evade Measures.,1665,2019-11-15T10:00:16+0000,B,4,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47175,Roger Stone Is Convicted of Impeding Investigators in a Bid to Protect Trump.,1470,2019-11-15T16:46:32+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47213,Ex-Envoy to Ukraine ‘Devastated’ as Trump Vilified Her.,1779,2019-11-15T19:48:12+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47272,"Labeled ‘Bad News’ by the President, an Ambassador Headlines a Bad Day for Trump.",1101,2019-11-16T01:30:44+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47310,"Bolton and Trump Met Privately Over Withheld Aid, White House Official Testified.",1602,2019-11-16T15:20:03+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
47450,The White Nationalist Websites Cited by Stephen Miller.,1543,2019-11-18T10:00:14+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
47491,"Justice Dept. Could Widen Its Scrutiny of Tech Companies, Official Says.",767,2019-11-18T16:15:40+0000,B,4,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
47504,Impeachment Investigators Exploring Whether Trump Lied to Mueller.,1400,2019-11-18T17:52:49+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47714,Officials Testify Trump Call Was Inappropriate; One ‘Couldn’t Believe’ It.,1863,2019-11-19T21:03:40+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47748,Trump’s Middle East Peace Plan Faces Dimmer Prospects Than Ever.,1262,2019-11-20T01:22:14+0000,A,6,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
47751,A White House Now ‘Cannibalizing Itself’.,1517,2019-11-20T01:45:56+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
47889,Sondland Says He Followed Trump’s Orders to Pressure Ukraine.,1567,2019-11-20T19:29:20+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47937,Pompeo Emerges as a Major Trump Enabler in Ukraine Affair.,1627,2019-11-21T00:37:08+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
47946,"In an Echo of Watergate and John Dean, an Adviser Points to Trump.",1396,2019-11-21T01:33:28+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
48121,Fiona Hill Testifies ‘Fictions’ on Ukraine Pushed by Trump Help Russia.,1589,2019-11-21T20:34:42+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
48168,White House Won’t Say if Trump Will Sign Hong Kong Bill That Has Angered China.,1211,2019-11-22T01:19:34+0000,A,10,U.S.,Washington,2019,True,False,False,False,False,False,False,False,True,False,False
48172,The Impeachment Witnesses Not Heard.,1463,2019-11-22T02:10:08+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
48262,Trump Says He’s ‘Standing’ With Xi (and With Hong Kong’s Protesters).,1088,2019-11-22T15:39:28+0000,A,8,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
48312,Russia Inquiry Review Is Said to Criticize F.B.I. but Rebuff Claims of Biased Acts.,1700,2019-11-22T20:56:17+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
48359,A Senate Trial Could Put Trump’s Use of Aggressive Defense Tactics to Their Biggest Test.,1526,2019-11-23T02:41:50+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
48407,A Split Decision From Congress Will Leave Voters With Final Say on Trump.,1566,2019-11-23T17:29:51+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
48409,Navy Is Said to Proceed With Disciplinary Plans Against Edward Gallagher.,1380,2019-11-23T18:30:20+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
48495,Esper Demands Resignation of Navy Secretary Over SEAL Case.,1190,2019-11-24T22:33:15+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
48563,U.S. Resumes Large-Scale Operations Against ISIS in Northern Syria.,1127,2019-11-25T10:00:27+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
48643,"Donald McGahn Must Testify to Congress, Judge Rules; Administration Will Appeal.",1385,2019-11-25T22:57:14+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
48782,White House Budget Official Said 2 Aides Resigned Amid Ukraine Aid Freeze.,1728,2019-11-26T19:00:38+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
48883,FEMA’s Hurricane Aid to Puerto Rico and the Virgin Islands Has Stalled.,1745,2019-11-27T10:01:16+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
49012,"Trump Signs Hong Kong Democracy Legislation, Angering China.",1492,2019-11-27T23:16:05+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,True,False,False
49040,Broken Promises and Debt Pile Up as Loan Forgiveness Goes Astray.,1756,2019-11-28T10:00:14+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
49088,Trump Visits Afghanistan and Says He Reopened Talks With Taliban.,1610,2019-11-28T19:01:51+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,True,False,False,False
49278,Trump’s Intervention in SEALs Case Tests Pentagon’s Tolerance.,2823,2019-12-01T01:47:50+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49315,"Trump’s Other Personal Lawyer: Close to the Right, but Far From Giuliani.",1687,2019-12-01T17:00:57+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49323,Trump’s Trade Deal Steals a Page From Democrats’ Playbook.,1638,2019-12-01T19:27:56+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49441,"Sanctions May Have Fueled Iran Protests, but Have Yet to Further U.S. Goals.",1384,2019-12-02T19:48:39+0000,A,6,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,True,False
49446,Trump Misquotes Ukrainian President in Latest Impeachment Defense.,418,2019-12-02T20:10:51+0000,A,9,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
49450,Democrats Ready Impeachment Report as Republicans Argue Trump Did Nothing Wrong.,1769,2019-12-02T20:30:10+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49485,White House Lifts Mysterious Hold on Military Aid to Lebanon.,754,2019-12-03T00:27:48+0000,A,7,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
49598,Impeachment Report Says Trump Solicited Foreign Election Interference.,1946,2019-12-03T18:51:37+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49734,Hundreds of Thousands Are Losing Access to Food Stamps.,1071,2019-12-04T15:39:47+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
49778,Scholars Call Trump’s Actions on Ukraine an Impeachable Abuse of Power.,1744,2019-12-04T19:20:51+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49790,What the C.I.A.’s Torture Program Looked Like to the Tortured.,1707,2019-12-04T20:41:22+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
49823,Trump Administration Moves to Upgrade Diplomatic Ties With Sudan.,680,2019-12-05T00:05:50+0000,A,6,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49837,"Mocked Abroad and Assailed at Home, Trump Returns to Face Impeachment.",1420,2019-12-05T02:26:34+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
49925,Pelosi Says House Will Draft Impeachment Charges Against Trump.,1541,2019-12-05T14:10:38+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
50039,"Europe Accuses Iran of Missile Violations, and U.S. Says 1,000 Killed in Protests.",808,2019-12-06T01:01:45+0000,A,10,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,True,False
50043,Pelosi’s Leap on Impeachment: From No Go to No Choice.,1724,2019-12-06T02:06:38+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
50188,White House Signals Trump Won’t Mount House Impeachment Defense.,1212,2019-12-06T21:44:00+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
50213,U.S. Seeks to Punish Iraqi Militias That Targeted Protesters With Iran’s Help.,588,2019-12-07T00:46:20+0000,A,7,U.S.,Washington,2019,False,False,False,False,False,False,True,False,False,True,False
50244,"In Prisoner Swap, Iran Frees American Held Since 2016.",1556,2019-12-07T11:03:18+0000,A,4,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,True,False
50371,"Barr Dives Into the Culture Wars, and Social Conservatives Rejoice.",1719,2019-12-08T22:42:11+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
50455,Report on F.B.I. Russia Inquiry Finds Serious Errors but Debunks Anti-Trump Plot.,1849,2019-12-09T15:00:10+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
50487,Democrats Signal Abuse of Power and Obstruction of Congress Charges Against Trump.,1774,2019-12-09T19:15:22+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
50537,"Lies, Damned Lies and Washington.",1513,2019-12-10T01:37:30+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
50602,Trump and Barr Escalate Attacks on F.B.I. Over Report on Russia Inquiry.,1382,2019-12-10T13:45:32+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
50603,"Trump ‘Ignored and Injured’ the National Interest, Democrats Charge in Impeachment Articles.",1623,2019-12-10T13:51:48+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
50616,Trump Aides and Democrats Agree on Trade Pact With Mexico and Canada.,1635,2019-12-10T15:12:21+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
50806,"Ron Vara, A.K.A. Peter Navarro, Highlights Case for More China Tariffs.",725,2019-12-11T17:08:36+0000,B,6,U.S.,Washington,2019,False,False,False,False,False,False,False,False,True,False,False
50821,Wider Definition of Judaism Is Likely to Aid Crackdown on Colleges.,1748,2019-12-11T18:50:14+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
50866,Withering Criticism of F.B.I. as Watchdog Presents Russia Inquiry Findings.,1379,2019-12-11T23:38:38+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
51001,House Panel Delays Vote on Impeachment Articles.,1982,2019-12-12T18:16:02+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
51009,House Votes to Give the Government the Power to Negotiate Drug Prices.,1061,2019-12-12T19:08:19+0000,B,3,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
51154,Panel Approves Impeachment Articles and Sends Charges for a House Vote.,1697,2019-12-13T13:56:37+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
51187,"Ukraine’s Leader, Wiser to Washington, Seeks New Outreach to Trump.",2017,2019-12-13T16:55:55+0000,A,10,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
51248,The Breach Widens as Congress Nears a Partisan Impeachment.,1277,2019-12-14T00:34:40+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
51362,"Schumer, Pushing McConnell to Negotiate, Lays Out Plan for Impeachment Trial.",1714,2019-12-15T19:38:01+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
51440,Moderate Democrats Back Impeachment of Trump as House Vote Nears.,1734,2019-12-16T13:36:38+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
51511,"The Tax Break for Children, Except the Ones Who Need It Most.",1940,2019-12-16T22:55:33+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
51526,Congress Prepares to Hit Assad With New Sanctions for War Crimes.,840,2019-12-17T01:17:02+0000,A,10,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
51531,Giuliani Provides Details of What Trump Knew About Ambassador’s Removal.,1559,2019-12-17T04:40:22+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
51602,Trump Diatribe Belittles Impeachment as ‘Attempted Coup’ on Eve of Votes.,1668,2019-12-17T16:01:14+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
51650,Court Orders F.B.I. to Fix National Security Wiretaps After Damning Report.,1449,2019-12-17T20:21:57+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
51795,Trump Impeached for Abuse of Power and Obstruction of Congress.,2341,2019-12-18T18:50:38+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
51845,"Trump, Unbowed, Uses Rally to Strike Back Against Impeachment Vote.",1517,2019-12-19T01:23:25+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,True
51847,Impeachment Day in Washington: History Emerges From the Routine Chaos.,1299,2019-12-19T01:39:04+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
51863,"A President Impeached, and a Nation Convulsed.",1186,2019-12-19T03:14:47+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
51934,Trump Impeachment Trial in Doubt as Democrats Weigh Withholding Articles.,1687,2019-12-19T14:56:06+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
51986,Revised North American Trade Pact Passes House.,1446,2019-12-19T21:19:34+0000,B,6,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,True
52003,How a Trump Trade Pact Won Over Democrats.,1890,2019-12-19T22:03:40+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
52036,"After Impeachment, an Angry Trump Looks to Voters for Vindication.",1661,2019-12-20T02:12:05+0000,A,1,U.S.,Washington,2019,True,False,False,False,False,False,False,False,False,False,False
52180,Columbia Inquiry Found Plagiarism in Monica Crowley’s Dissertation.,978,2019-12-20T20:13:25+0000,B,3,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
52220,"Mitch McConnell, Master of the Blockade, Plots Impeachment Strategy.",1518,2019-12-21T00:55:32+0000,A,1,U.S.,Washington,2019,False,False,False,False,False,False,False,False,False,False,False
