wiki_id,name,description,gender,country,occupation,birth_year,death_year,cause_of_death,age,death_century,death_decade,is_test
Q1335576,"Jacques d'Armagnac, Duke of Nemours",French noble,Male,France,feudatory,1433,1477.0,capital punishment,44.0,1400,147.0,True
Q1335790,John IV,"Duke of Brabant, Lothier and Limburg and Count of Hainaut, Holland and Zeeland (1403-1427)",Male,,politician,1403,1427.0,,24.0,1400,142.0,False
Q1335921,Mamertus,Bishop of Vienne,Male,France,religious figure,401,475.0,,74.0,400,47.0,True
Q1335950,Hugh VII of Lusignan,French noble,Male,France,aristocrat,1060,1148.0,,88.0,1100,114.0,False
Q1336245,Louis d'Albret,French cardinal,Male,France,religious figure,1422,1465.0,,43.0,1400,146.0,False
Q1336575,Xiao Baojuan,Southern Qi emperor,Male,Southern Qi,politician,483,501.0,homicide,18.0,500,50.0,False
Q1336593,Empress Wei Zifu,spouse of Emperor Wu of Han,Female,China,politician,-155,-91.0,suicide,64.0,-100,-10.0,True
Q1336609,Chen Youliang,Chinese rebel,Male,Yuan dynasty,military personnel,1320,1363.0,,43.0,1300,136.0,False
Q1336628,Tian Feng,Advisor to the warlord Yuan Shao,Male,China,politician,101,200.0,capital punishment; suicide,99.0,200,20.0,False
Q1336699,Liao Hua,Shu Han general (185-264),Male,China,politician,185,264.0,,79.0,200,26.0,False
Q1336714,Xiang Liang,Qin dynasty rebel,Male,China,condottiero,-250,-208.0,,42.0,-300,-21.0,True
Q1336731,Sun Qian,Han dynasty official,Male,China,politician,150,214.0,,64.0,200,21.0,False
Q1337529,Ranulf Flambard,"Bishop of Durham, Lord Chancellor of England (1060-1128)",Male,France,politician,1060,1128.0,,68.0,1100,112.0,False
Q1337870,Matthaeus Silvaticus,author of a late medieval encyclopedia of medications (1280-1342),Male,,researcher,1280,1342.0,,62.0,1300,134.0,False
Q1338046,Johannes de Grocheio,French music theorist,Male,France,artist,1255,1320.0,,65.0,1300,132.0,True
Q1338205,Francesco Zabarella,Italian cardinal,Male,,religious figure,1360,1417.0,,57.0,1400,141.0,False
Q1338792,"Louis I, Count of Montpensier",French noble,Male,,aristocrat,1406,1486.0,,80.0,1400,148.0,False
Q1338799,"Charles, Count of Maine",French noble,Male,,feudatory,1414,1473.0,,59.0,1400,147.0,True
Q1338820,Martí Joan de Galba,Spanish writer,Male,Spain,artist,1440,1490.0,,50.0,1400,149.0,False
Q1339109,"Stephen I, Count of Burgundy",Count Palatine of Bourgogne,Male,,aristocrat,1065,1102.0,,37.0,1100,110.0,False
Q1339725,"William II, Marquis of Namur",Marquis of Namur,Male,France,aristocrat,1355,1418.0,,63.0,1400,141.0,False
Q1340001,Manuchehri,Persian poet,Male,Iran,artist,1000,1040.0,,40.0,1000,104.0,False
Q1340184,"Theobald VI, Count of Blois",French noble,Male,,aristocrat,1190,1218.0,,28.0,1200,121.0,True
Q1340414,Hugues de Revel,Supérieur et grand maître de l'ordre de Saint-Jean de Jérusalem,Male,,,1250,1277.0,,27.0,1200,127.0,False
Q1340512,William of Septimania,Count of Toulouse and Barcelona,Male,,aristocrat,826,850.0,,24.0,800,85.0,False
Q1341161,Baraq,Khan of the Chagatai Khanate (r. 1266–1271),Male,Mongolia,military personnel,1250,1271.0,,21.0,1200,127.0,True
Q1341798,"Otto, Count of Bentheim",(1140-1208),Male,,,1145,1208.0,,63.0,1200,120.0,False
Q1341983,Engelbert Wusterwitz,German writer (1385-1433),Male,Germany,artist,1385,1433.0,,48.0,1400,143.0,False
Q1342231,Ragnvald Knaphövde,King of Sweden,Male,Sweden,monarch,1100,1126.0,,26.0,1100,112.0,True
Q1342958,"James Hamilton, 1st Lord Hamilton","Scottish nobleman, scholar and politician",Male,,judge,1415,1479.0,,64.0,1400,147.0,False
Q1342964,Petar of Serbia,Prince of Serbia,Male,,župan,870,917.0,,47.0,900,91.0,True
Q1342973,"Enguerrand IV, Lord of Coucy",French noble,Male,France,lord,1228,1310.0,,82.0,1300,131.0,False
Q1342990,"Enguerrand II, Lord of Coucy",(1110-1149),Male,France,lord,1110,1149.0,,39.0,1100,114.0,False
Q1342999,"Enguerrand VII, Lord of Coucy",14th-century French nobleman,Male,France,military personnel,1339,1397.0,,58.0,1300,139.0,False
Q1343011,Enguerrand de Monstrelet,French historian and writer,Male,France,researcher,1390,1453.0,,63.0,1400,145.0,False
Q1343016,Yaropolk Izyaslavich,Ukrainian king,Male,,monarch,1043,1086.0,,43.0,1000,108.0,False
Q1343051,Gregory of Sinai,Greek Christian saint,Male,Byzantine Empire,religious figure,1255,1346.0,,91.0,1300,134.0,False
Q1343257,Lantpert von Freising,German bishop (0895-0957),,Germany,religious figure,895,957.0,,62.0,900,95.0,False
Q1343525,Enoch of Ascoli,Italian humanist,Male,,teacher,1400,1457.0,,57.0,1400,145.0,False
Q1343853,Enrico Minutoli,Catholic cardinal,Male,,religious figure,1400,1412.0,,12.0,1400,141.0,False
Q1343984,Felician of Foligno,"Bishop of Foligno, martyr, saint",Male,ancient Rome,religious figure,160,249.0,,89.0,200,24.0,False
Q1344508,"William de Warenne, 5th Earl of Surrey",English nobleman and royal official,Male,Kingdom of England,,1166,1240.0,,74.0,1200,124.0,False
Q1344647,"Muhammed VII, Sultan of Granada",Sultan of Grenada,Male,Emirate of Granada,,1370,1408.0,,38.0,1400,140.0,True
Q1344799,Richard of Saint Victor,"12th-century Scottish mystic, theologian, and philosopher",Male,France,religious figure,1110,1173.0,,63.0,1100,117.0,False
Q1344986,Henrik Skadelår,Danish prince,Male,Denmark,politician,1090,1134.0,,44.0,1100,113.0,False
Q1345642,Jacobus Vide,Franco-Flemish composer,Male,Belgium,artist,1405,1433.0,,28.0,1400,143.0,False
Q1345866,"Odo I, Count of Orléans",French nobleman,Male,,courtier,780,834.0,,54.0,800,83.0,True
Q1346009,Ludolf Quirre,theoloog,,,,1395,1463.0,,68.0,1400,146.0,False
Q1346310,Matthew of Aquasparta,Catholic cardinal,Male,,religious figure,1240,1302.0,,62.0,1300,130.0,True
Q1346411,Werner III,Graf von Maden,Male,Germany,,1050,1065.0,,15.0,1000,106.0,True
Q1346443,"Yusuf III, Sultan of Granada",Sultan of Granada,Male,Emirate of Granada,artist,1376,1417.0,,41.0,1400,141.0,False
Q1346458,George of Cappadocia,Arian bishop of Alexandria,Male,ancient Rome,religious figure,300,361.0,homicide,61.0,300,36.0,False
Q1346472,Muhammad IV of Granada,Sultan of Granada,Male,Emirate of Granada,,1315,1333.0,,18.0,1300,133.0,True
Q1346475,Philip I,Duke of Brabant (1404-1430),Male,,politician,1404,1430.0,,26.0,1400,143.0,True
Q1346861,Robert of Arbrissel,French abbot,Male,France,religious figure,1047,1117.0,,70.0,1100,111.0,False
Q1346958,Judas Cyriacus,Patron saint of Ancona,Male,,religious figure,350,363.0,capital punishment,13.0,300,36.0,True
Q1347063,Lucas Watzenrode,Important  person  of  Nicolaus  Copernicus life,Male,Poland,politician,1447,1512.0,,65.0,1500,151.0,False
Q1347131,"Louis, Dauphin of France, Duke of Guyenne",French noble,Male,France,aristocrat,1397,1415.0,,18.0,1400,141.0,False
Q1347216,Alberic of Utrecht,"Monk, bishop",Male,Netherlands,religious figure,701,784.0,,83.0,700,78.0,False
Q1347275,Henry of Segusio,Catholic cardinal,Male,France,religious figure,1210,1271.0,,61.0,1200,127.0,False
Q1347495,Fridianus,Irish prince and hermit,Male,,religious figure,520,588.0,,68.0,500,58.0,False
Q1347628,Oddantonio da Montefeltro,Italian duke,Male,Duchy of Milan,politician,1428,1444.0,homicide,16.0,1400,144.0,False
Q1347826,William of Auvergne,French bishop and philosopher,Male,France,religious figure,1180,1249.0,,69.0,1200,124.0,False
Q1347839,Wilhelm von Tocco,italienischer Mönch,Male,,,1240,1323.0,,83.0,1300,132.0,False
Q1347851,John the Orphanotrophos,Chief Court eunuch (1000-1043),Eunuch; Male,Byzantine Empire,politician,1000,1043.0,,43.0,1000,104.0,False
Q1348708,"Ercole I d'Este, Duke of Ferrara","Duke of Ferrara, Italian politician",Male,Anjou,aristocrat,1431,1505.0,,74.0,1500,150.0,False
Q1348720,"Guy de Montfort, Count of Nola",English soldier,Male,United Kingdom of Great Britain and Ireland,artist,1243,1288.0,,45.0,1200,128.0,True
Q1348849,John of Dailam,Syriac saint,Male,Iraq,minister,660,738.0,,78.0,700,73.0,True
Q1349235,Marco Barbarigo,73rd Doge of the Republic of Venice (1413-1486),Male,Republic of Venice,politician,1413,1486.0,,73.0,1400,148.0,False
Q1349375,Willem van der Haegen or Willem De Kersemakere,Flemish merchant,Male,Duchy of Burgundy,merchant; explorer,1430,1507.0,,77.0,1500,150.0,False
Q1349695,Conrad I of Salzburg,12th-century archbishop of Salzburg,Male,,religious figure,1075,1147.0,,72.0,1100,114.0,True
Q1349738,Vittore Crivelli,Italian painter (1440-1501),Male,Republic of Venice,artist,1440,1501.0,,61.0,1500,150.0,False
Q1349830,Werner de Minden,roman-catholic bishop,Male,,religious figure,1150,1170.0,,20.0,1100,117.0,False
Q1349949,Fazang,Buddhist patriarch,Male,,philosopher,643,712.0,,69.0,700,71.0,True
Q1350089,"John III, Count of Armagnac",French noble,Male,France,feudatory,1359,1391.0,,32.0,1300,139.0,False
Q1350755,Erhard Bauer,steenhouwer,Male,,,1450,1493.0,,43.0,1400,149.0,False
Q1350856,Erard II of Chacenay,French crusader,Male,France,,1200,1236.0,,36.0,1200,123.0,False
Q1350907,Erhard Paumgartner,Bischof von Lavant,Male,,,1450,1508.0,,58.0,1500,150.0,False
Q1350963,Erhard von Appenweiler,historicus,Male,,researcher,1450,1472.0,,22.0,1400,147.0,True
Q1350978,Yehuda Alharizi,"Rabbi, translator, and poet",Male,Spain,artist,1165,1225.0,,60.0,1200,122.0,False
Q1350989,Erhart Griesser,Austrian councillor,,Austria,politician,1400,1445.0,,45.0,1400,144.0,False
Q1351092,Helene von Beichlingen,Tochter von Burggraf Meinher V. und Gräfin Sophie von Schwarzburg,Female,Germany,,1360,1393.0,,33.0,1300,139.0,False
Q1351294,Andouin Aubert,Catholic cardinal,Male,France,religious figure,1300,1363.0,,63.0,1300,136.0,False
Q1351307,"John III Comyn, Lord of Badenoch","Nobleman, Guardian of Scotland",Male,Scotland,,1300,1306.0,,6.0,1300,130.0,False
Q1351617,Francesco Uguccione,Catholic cardinal,Male,France,religious figure,1400,1412.0,,12.0,1400,141.0,False
Q1351934,"Henry III, Count of Luxembourg",Count of Luxembourg,Male,Luxembourg,aristocrat,1070,1096.0,,26.0,1000,109.0,False
Q1352291,"Michael de la Pole, 2nd Earl of Suffolk",English nobleman and soldier,Male,Kingdom of England,military personnel,1367,1415.0,natural causes,48.0,1400,141.0,False
Q1352482,"Eric I, Count of Hoya",Count of Upper Hoya,Male,,,1370,1426.0,,56.0,1400,142.0,False
Q1352704,Michael of Cesena,Italian theologian,Male,,religious figure,1270,1342.0,,72.0,1300,134.0,False
Q1352750,Faustus of Mileve,fourth-century Manichaean bishop,Male,,religious figure,350,400.0,,50.0,400,40.0,False
Q1353431,Ranulf I of Aquitaine,Frankish noble,Male,,religious servant,820,866.0,,46.0,800,86.0,False
Q1353923,Yaroslav Osmomysl,Prince of Halych,Male,,politician,1119,1187.0,,68.0,1100,118.0,True
Q1354544,Svatopluk II,Greater Moravia,Male,Great Moravia,,884,906.0,,22.0,900,90.0,False
Q1354761,Johann Segeberg,German politician (1384-1464),Male,Germany,politician,1384,1464.0,,80.0,1400,146.0,False
Q1354783,Heinrich Hufnagel,German goldsmith,Male,Germany,goldsmith,1430,1490.0,,60.0,1400,149.0,False
Q1355228,Felix of Urgell,Christian bishop and theologian in the eighth century,Male,Carolingian Empire,religious figure,781,818.0,,37.0,800,81.0,True
Q1355292,Siegfried I,count of Vianden,Male,,,1154,1171.0,,17.0,1100,117.0,False
Q1355886,Xu Da,Ming Dynasty General (1332-1385),Male,Ming dynasty; China,politician,1332,1385.0,,53.0,1300,138.0,False
Q1356938,Heinrich Brömse,Mayor of Lübeck (1440-1502),Male,Germany,politician,1440,1502.0,,62.0,1500,150.0,True
Q1357237,John Capgrave,British historian and theologian,Male,United Kingdom,researcher,1393,1464.0,,71.0,1400,146.0,False
Q1357271,Geoffrey,Archbishop of York,Male,,religious figure,1152,1212.0,,60.0,1200,121.0,False
Q1357293,Felix of Burgundy,Bishop of Dunwich,Male,Kingdom of Burgundy; Kingdom of East Anglia,religious figure,550,647.0,,97.0,600,64.0,False
Q1357378,Ernst Auer von Herrenkirchen,German bishop (1400-1432),Male,Germany,religious figure,1400,1432.0,,32.0,1400,143.0,False
Q1357686,Ugolino di Nerio,Italian painter (1280-1330),Male,,artist,1280,1330.0,,50.0,1300,133.0,False
Q1357700,Infante Henry of Castile,Castilian nobleman and soldier,Male,Crown of Castile,politician,1230,1303.0,,73.0,1300,130.0,False
Q1358606,Luis I Gonzaga,Italian noble founder of the House of Gonzaga (1268-1360),Male,,politician,1268,1360.0,,92.0,1300,136.0,False
Q1358738,Constantine Lascaris,Byzantine grammarian,Male,Byzantine Empire,researcher,1434,1501.0,,67.0,1500,150.0,False
Q1358797,Ernest I of Schauenburg,Bishop of Hildesheim,Male,,religious figure,1430,1471.0,,41.0,1400,147.0,False
Q1358975,"Alexander Stewart, Earl of Buchan",Scottish nobleman,Male,Kingdom of Scotland,military personnel,1343,1405.0,,62.0,1400,140.0,False
Q1360040,Stefan Vojislav,prince of the Serbs (ὁ τῶν Σέρβων ἄρχων),Male,,sovereign,990,1043.0,,53.0,1000,104.0,False
Q1360244,Xia Gui,Chinese painter (1195-1224),Male,China,artist,1195,1224.0,,29.0,1200,122.0,False
Q1360375,"Gilbert de Clare, 7th Earl of Gloucester",English nobleman,Male,Kingdom of England,military personnel,1243,1295.0,,52.0,1200,129.0,False
Q1360829,Ernst von Graben,Burggraf und Herr von Sommeregg,Male,Austria,,1500,1513.0,,13.0,1500,151.0,False
Q1361095,Michele Giambono,Italian painter (c.1400-1462),Male,Republic of Venice,artist,1400,1462.0,,62.0,1400,146.0,True
Q1361116,Paolo di Giovanni Fei,Italian painter (1345-1411),Male,,artist,1345,1411.0,,66.0,1400,141.0,False
Q1361266,Abu al-Hasan as-Said al-Mutadid,caliph,Male,,politician,1200,1248.0,,48.0,1200,124.0,False
Q1361516,Jacopo Piccolomini-Ammannati,Catholic cardinal,Male,,religious figure,1422,1479.0,natural causes,57.0,1400,147.0,False
Q1361795,Francesco Salviati,Archbishop of Pisa,Male,,religious figure,1443,1478.0,,35.0,1400,147.0,False
Q1361936,Pêro Vaz de Caminha,Portuguese explorer,Male,Portugal,artist,1450,1500.0,,50.0,1500,150.0,True
Q1361969,Idris al-Ma'mun,Sultan of Morocco (1186-1232),Male,Al-Andalus,politician,1186,1232.0,,46.0,1200,123.0,False
Q1362183,Giovanni de' Marignolli,Czech medieval chronicler,Male,,researcher,1290,1358.0,,68.0,1300,135.0,True
Q1362266,Gongsun Long,Ancient Chinese scholar,Male,,philosopher,-325,-250.0,,75.0,-300,-25.0,False
Q1362671,Johannes Murmellius,Dutch writer,Male,Netherlands,artist,1480,1517.0,,37.0,1500,151.0,False
Q1362779,Michael Apostolius,Greek teacher/writer/copyist,Male,Byzantine Empire,artist,1420,1478.0,,58.0,1400,147.0,True
Q1362993,David Soslan,Alan prince and King Consort of Georgia,Male,Iran,military personnel,1150,1207.0,,57.0,1200,120.0,False
Q1363205,Henry of Blois,"Abbot of Glastonbury Abbey from 1126, and Bishop of Winchester from 1129 to his death",Male,Kingdom of England,religious figure,1096,1171.0,,75.0,1100,117.0,False
Q1363300,"Waleran de Beaumont, 1st Earl of Worcester",British Earl,Male,Kingdom of England,feudatory,1104,1166.0,,62.0,1100,116.0,False
Q1363323,"Thomas of Brotherton, 1st Earl of Norfolk",English Earl,Male,United Kingdom,aristocrat,1300,1338.0,,38.0,1300,133.0,False
Q1363509,William de Corbeil,Prior of St. Osyth; Archbishop of Canterbury,Male,,papal legate,1070,1136.0,,66.0,1100,113.0,True
Q1363674,Niu Fu,General serving under the warlord Dong Zhuo,Male,China,politician,101,192.0,capital punishment,91.0,100,19.0,False
Q1363706,David III of Tao,Georgian prince,Male,,monarch,930,1001.0,,71.0,1000,100.0,False
Q1363727,"Reginald de Dunstanville, 1st Earl of Cornwall",Earl of Cornwall,Male,England,aristocrat,1110,1175.0,,65.0,1100,117.0,False
Q1363930,Roger of Salisbury,Norman medieval Bishop of Salisbury and the seventh Lord Chancellor and Lord Keeper of England (1065-1139),Male,United Kingdom of Great Britain and Ireland,politician,1065,1139.0,,74.0,1100,113.0,True
Q1364180,"Robert de Beaumont, 2nd Earl of Leicester",English noble and Chief Justiciar (1104-1168),Male,France,politician,1104,1168.0,,64.0,1100,116.0,False
Q1364190,Friedrich II. von Parsberg,German Prince-Bishop and bishop (1385-1450),Male,Germany,politician,1385,1450.0,,65.0,1400,145.0,False
Q1364372,Robert Kilwardby,Archbishop of Canterbury; Cardinal Bishop of Porto and Santa Rufina,Male,United Kingdom of Great Britain and Ireland,religious figure,1215,1279.0,,64.0,1200,127.0,True
Q1364567,Daman Hongren,Chinese Buddhist patriarch,Male,China,bhikkhu,601,674.0,,73.0,600,67.0,False
Q1364828,Matthew of Janow,"Czech religion writer, theologist and roman catholic priest",Male,Czech Republic,artist,1350,1393.0,,43.0,1300,139.0,False
Q1364981,Hallvard Vebjørnsson,Patron saint of Oslo,Male,Norway,,1020,1043.0,,23.0,1000,104.0,False
Q1365254,Hugh of Saint-Cher,Catholic cardinal,Male,France,religious figure,1200,1263.0,,63.0,1200,126.0,False
Q1365386,Philip I of Piedmont,"Lord of Piedmont, prince of Achaea",Male,,politician,1278,1334.0,,56.0,1300,133.0,False
Q1365972,Juan de Esquivel,Spanish explorer,Male,Spain,military personnel,1480,1513.0,,33.0,1500,151.0,False
Q1366001,"Oldřich, Prince of Brno",Czech prince,Male,,ruler,1100,1113.0,,13.0,1100,111.0,True
Q1366648,Roger Deslaur,Duke of Athens and Crusader,Male,,military personnel,1300,1318.0,,18.0,1300,131.0,False
Q1366701,"Alfonso Fadrique d'Aragona, Count of Malta",illegitimate Son of King Frederick II of Sicily,Male,,vicar general,1294,1338.0,,44.0,1300,133.0,False
Q1367604,Rognvald Eysteinsson,jarl of Møre,Male,Norway,feudatory,840,894.0,,54.0,800,89.0,True
Q1367611,Socrates the Younger,ancient Athenian philisopher,Male,Classical Athens,philosopher,-420,-400.0,,20.0,-400,-40.0,True
Q1367780,Gebhard I. von Plain,roman-catholic bishop,Male,,religious figure,1170,1232.0,,62.0,1200,123.0,False
Q1367800,Eskil of Lund,Danish priest,Male,Denmark,religious figure,1100,1181.0,,81.0,1100,118.0,True
Q1367881,Ferdinand of Majorca,Infante of Majorca,Male,,mercenary,1278,1316.0,,38.0,1300,131.0,False
Q1367928,Wen Tingyun,Poet and Lyricist,Male,Tang Empire,artist,812,870.0,,58.0,800,87.0,False
Q1367971,Huo Jun,Han dynasty general (177-216),Male,Eastern Han Dynasty,politician,177,216.0,,39.0,200,21.0,False
Q1368016,Bu Zhi,Eastern Wu official,Male,China,politician,150,247.0,,97.0,200,24.0,False
Q1368034,Xiao He,Han dynasty chancellor,Male,Han dynasty,politician,-257,-193.0,,64.0,-200,-20.0,False
Q1368066,Sun Shao,Eastern Wu general,Male,China,military personnel,188,241.0,,53.0,200,24.0,False
Q1369298,Philip of Montfort,Lord of Tyre,Male,,feudatory,1200,1270.0,homicide,70.0,1200,127.0,False
Q1369392,Marco Zoppo,Italian artist (1433-1478),Male,Republic of Venice; Papal States,artist,1433,1478.0,,45.0,1400,147.0,False
Q1369581,Valdemar,Duke of Finland,Male,Finland; Sweden,,1285,1318.0,,33.0,1300,131.0,False
Q1369960,Hugues Aubriot,French administrator,Male,France,jurist; intendant des finances,1320,1382.0,,62.0,1300,138.0,False
Q1370153,Panormitanus,"Italian Benedictine canonist, jurist, archbishop of Palermo",Male,,jurist,1386,1445.0,,59.0,1400,144.0,False
Q1370334,Roger de Beaumont,Anglo-Norman companion of William the Conqueror,Male,,military personnel,1015,1094.0,,79.0,1000,109.0,False
Q1370449,Wilhelm Herter von Hertneck,German officer,Male,Germany,military personnel,1424,1477.0,,53.0,1400,147.0,False
Q1370600,"Wifred II, Count of Cerdanya",Catalan Count of Cerdanya and Count of Berga (c.970-1050),Male,,monk; feudatory,970,1050.0,,80.0,1000,105.0,False
Q1370661,Menahem ben Saruq,Spanish poet,Male,Al-Andalus,artist,920,970.0,,50.0,900,97.0,False
Q1370726,Pierre Bersuire,French historian,Male,France,researcher,1290,1362.0,,72.0,1300,136.0,False
Q1370750,Sa'd ibn Ubadah,Sahabah,Male,Rashidun Caliphates,politician,600,636.0,,36.0,600,63.0,False
Q1371202,"Juan de Borja Lanzol de Romaní, el mayor",Cardinal,Male,Spain,religious figure,1446,1503.0,,57.0,1500,150.0,False
Q1371283,"Robert VII, Count of Auvergne",(1282-1325),Male,,,1282,1325.0,,43.0,1300,132.0,False
Q1371519,Joseph Kimhi,French rabbi,Male,France,artist,1105,1170.0,,65.0,1100,117.0,False
Q1371679,Theodore Abu-Qurrah,Greek theologian and bishop,Male,Syria; Byzantine Empire,artist,750,820.0,,70.0,800,82.0,False
Q1371754,Margaret of Sachsen,(1444-1491),Female,,nun,1444,1491.0,,47.0,1400,149.0,False
Q1371785,Leonardo I Tocco,Count of Cephalonia,Male,,,1310,1381.0,,71.0,1300,138.0,False
Q1371809,"Philip II, Count of Nevers",youngest son of Philip the Bold and Margaret III of Flanders,Male,,military personnel,1389,1415.0,,26.0,1400,141.0,False
Q1371903,Yonah Gerondi,Spanish rabbi,Male,Spain,rabbi; philosopher,1210,1263.0,,53.0,1200,126.0,False
Q1371912,Hervé IV of Donzy,French nobleman,Male,France,aristocrat,1173,1222.0,,49.0,1200,122.0,False
Q1372257,Eudo Dapifer,Norman nobleman,Male,Kingdom of England,,1050,1120.0,,70.0,1100,112.0,False
Q1372288,Deng Zhi,Shu Han official (178-251),Male,,politician,178,251.0,,73.0,200,25.0,False
Q1372322,"William I, Marquess of Montferrat","William I, the father of Aleram, the first Marquis sits at the head of the Aleramici family who ruled montserat for four hundred years.",Male,,ruler,900,933.0,,33.0,900,93.0,True
Q1372350,Jacob ben Machir ibn Tibbon,French astronomer,Male,France,translator,1236,1304.0,,68.0,1300,130.0,False
Q1372399,Yuriy Drohobych,"Ukrainian astrologist, surgeon and philosopher",Male,Kingdom of Poland,artist,1450,1494.0,,44.0,1400,149.0,False
Q1372571,Pericles the Younger,Ancient Athenian general,Male,Classical Athens,politician,-440,-406.0,capital punishment,34.0,-500,-41.0,False
Q1372577,Girolamo Basso della Rovere,Catholic cardinal,Male,,religious figure,1434,1507.0,,73.0,1500,150.0,False
Q1372616,Alexander Stewart,Duke of Albany,Male,United Kingdom of Great Britain and Ireland,condottiero,1454,1485.0,homicide,31.0,1400,148.0,False
Q1372639,Maria of Antioch-Armenia,Armenian princess,Female,,feudatory,1215,1300.0,,85.0,1300,130.0,False
Q1372875,Maffeo Vegio,Italian poet,Male,,researcher,1407,1458.0,,51.0,1400,145.0,False
Q1373185,Walter Chatton,British philosopher,Male,United Kingdom,philosopher,1285,1343.0,,58.0,1300,134.0,True
Q1373474,Matteo di Giovanni,Italian painter of the Renaissance (1435-1495),Male,,artist,1435,1495.0,,60.0,1400,149.0,False
Q1373749,"Roger III, Duke of Apulia",Italo-Norman duke,Male,,condottiero,1118,1148.0,,30.0,1100,114.0,False
Q1374043,Johannes Schlitpacher,German monk,Male,Germany,monk,1403,1482.0,,79.0,1400,148.0,True
Q1374053,"Hugh I, Count of Blois",Count of Saint Pol and Blois,Male,France,aristocrat,1196,1248.0,,52.0,1200,124.0,False
Q1374159,Urus Khan,Mongol Khan,Male,Golden Horde,military personnel,1350,1377.0,,27.0,1300,137.0,False
Q1374251,Jan of Stobnica,Polish philosopher,Male,Poland,astronomer; geographer; philosopher,1470,1518.0,,48.0,1500,151.0,False
Q1374289,Guérin de Montaigu,Grand Master of the Knights Hospitaller,Male,France,philosopher,1200,1230.0,,30.0,1200,123.0,False
Q1374857,Roger de Vico Pisano,Bischof von Lausanne,Male,,religious figure,1150,1220.0,,70.0,1200,122.0,True
Q1374991,Fan Li,richest man in chinese history,Male,Chu,politician,-500,-448.0,,52.0,-500,-45.0,False
Q1375104,William of Volpiano,Italian monastic reformer and architect,Male,,architect,962,1031.0,,69.0,1000,103.0,False
Q1375373,Heinrich Schlick,sacerdote católicu alemán (1400–1448),Male,Germany,,1400,1448.0,,48.0,1400,144.0,False
Q1375838,Geoffroi de Charny,"knight, author",Male,Kingdom of France,artist,1300,1356.0,,56.0,1300,135.0,True
Q1376046,Wen Chou,general,Male,China,military personnel,101,200.0,,99.0,200,20.0,False
Q1376755,Sebastián de Ocampo,Spanish explorer,Male,Spain,explorer,1460,1514.0,,54.0,1500,151.0,True
Q1376849,Jacob ben Asher,Influential Medieval rabbinic authority referred to as Baal ha-Turim.,Male,Holy Roman Empire,artist,1269,1343.0,,74.0,1300,134.0,False
Q1376938,Ludovico I Gonzaga,Italian noble (1334-1382),Male,,politician,1334,1382.0,,48.0,1300,138.0,True
Q1377142,Szymon of Lipnica,Polish saint,Male,Poland,religious figure,1435,1482.0,,47.0,1400,148.0,False
Q1377276,Isaac the Armenian,Exarch of Ravenna,Male,Byzantine Empire,official,550,643.0,,93.0,600,64.0,False
Q1377629,Mīr-Khvānd,Iranian historian,Male,Iran,researcher,1433,1498.0,,65.0,1400,149.0,False
Q1377908,Jean I,"Count of Alençon, raised to Duke of Alençon",Male,,military personnel,1385,1415.0,,30.0,1400,141.0,True
Q1377959,John III Rizocopus,Exarch of Ravenna,Male,Byzantine Empire,official,650,711.0,,61.0,700,71.0,False
Q1377970,Albert of Trapani,saint,Male,,christians jehovah’s witnesses,1250,1307.0,,57.0,1300,130.0,False
Q1378043,John I Lemigius,Exarch of Ravenna,Male,Byzantine Empire,official,600,615.0,,15.0,600,61.0,False
Q1378373,Malik Shah,Sultan of Rum,Male,,,1100,1116.0,,16.0,1100,111.0,False
Q1378618,"Gilbert, Count of Brionne",French nobleman (1000-1040),Male,France,politician,1000,1040.0,,40.0,1000,104.0,False
Q1378695,Eustace,Lord Chancellor of England; Bishop of Ely,Male,,politician,1200,1215.0,,15.0,1200,121.0,False
Q1378708,Eustace of Flanders,nobile fiammingo,Male,,,1200,1216.0,,16.0,1200,121.0,False
Q1378984,Hugo von Genf,bishop of Geneva,Male,,religious figure,1000,1020.0,,20.0,1000,102.0,True
Q1378988,Galeotto Franciotti della Rovere,Roman Catholic cardinal,Male,,religious figure,1471,1507.0,,36.0,1500,150.0,False
Q1378989,Eutychius of Alexandria,Melkite Patriarch of Alexander (877-940) (r. 933-940),Male,,researcher,877,940.0,,63.0,900,94.0,False
Q1379052,William II Talvas,Norman Count,Male,,aristocrat,995,1052.0,,57.0,1000,105.0,False
Q1379150,Jean de Lastic,Grand Master of the Knight Hospitaller,Male,France,philosopher,1371,1454.0,,83.0,1400,145.0,True
Q1379428,Giovanni Battista Savelli,Catholic cardinal,Male,,religious figure,1422,1498.0,,76.0,1400,149.0,True
Q1379677,Theophanes of Mytilene,древний политик и писатель,Male,,researcher,-100,-44.0,,56.0,-100,-5.0,False
Q1379683,Lorenzo di Pierfrancesco de' Medici,Italian banker and politician (1463-1503),Male,,politician,1463,1503.0,,40.0,1500,150.0,False
Q1379693,"John of Artois, Count of Eu",French nobleman; count of Eu,Male,France,feudatory,1321,1387.0,,66.0,1300,138.0,False
Q1379775,Giovanni Sforza,Italian noble,Male,,condottiero,1466,1510.0,,44.0,1500,151.0,False
Q1379797,"Leonello d'Este, Marquis of Ferrara",Italian noble,Male,,teacher,1407,1450.0,,43.0,1400,145.0,False
